Img,step,Convergence,best_eval_all,best_indiv_all,best_eval_gen,best_indiv_gen,gap
863706,1,0.7407407407407407,0.434009373441404,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",0.434009373441404,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",00:00:01
863706,2,0.8787878787878788,0.434009373441404,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",0.46102893277238766,"[1.0793838036163552, 1.343040988793496, 2.7731315888013075, 2.946556151457272]",00:00:02
863706,3,0.9459459459459459,0.434009373441404,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",0.4353899440769965,"[2.810723884438141, 2.8488025142191375, 2.7731315888013075, 0.8762738945979132]",00:00:03
863706,4,0.9736842105263158,0.434009373441404,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",0.4488208316193777,"[2.810723884438141, 2.8488025142191375, 1.0965963400940189, 1.7574277113738412]",00:00:04
863706,5,0.9871794871794872,0.434009373441404,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",0.4359071013270295,"[1.7767361546096945, 2.8488025142191375, 1.0965963400940189, 1.2138546325235002]",00:00:05
863706,6,1.0,0.434009373441404,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",0.4359071013270295,"[1.7767361546096945, 2.8488025142191375, 1.0965963400940189, 1.2138546325235002]",00:00:06
238071,1,0.8103448275862069,0.4768344430718571,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",0.4768344430718571,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",00:00:01
238071,2,0.9117647058823529,0.47242959672294094,"[1.520888810612643, 0.8100234435563972, 2.836877120115063, 1.4076117446558705]",0.47242959672294094,"[1.520888810612643, 0.8100234435563972, 2.836877120115063, 1.4076117446558705]",00:00:02
238071,3,0.9736842105263158,0.46002869467811247,"[1.9725991316697489, 0.7263585655201504, 0.8040573527522978, 1.173363770362444]",0.46002869467811247,"[1.9725991316697489, 0.7263585655201504, 0.8040573527522978, 1.173363770362444]",00:00:03
238071,4,1.0,0.46002869467811247,"[1.9725991316697489, 0.7263585655201504, 0.8040573527522978, 1.173363770362444]",0.4846092434949242,"[1.9725991316697489, 1.1915638556371904, 0.788669230475974, 2.343667951251197]",00:00:04
849899,1,0.8333333333333334,0.3910530515952757,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",0.3910530515952757,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",00:00:01
849899,2,0.8939393939393939,0.3910530515952757,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",0.4008056361315653,"[1.4076117446558705, 0.8160906571439818, 2.5110231242587604, 1.80528988062093]",00:00:02
849899,3,0.9594594594594594,0.3910530515952757,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",0.41887346000189607,"[0.8762738945979132, 1.2741768668251465, 1.1517919328025217, 1.80528988062093]",00:00:03
849899,4,0.9594594594594594,0.3910530515952757,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",0.40647169866402355,"[0.8762738945979132, 0.9776150949869382, 1.1517919328025217, 1.80528988062093]",00:00:04
849899,5,0.9871794871794872,0.3910530515952757,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",0.4054687178657673,"[1.4076117446558705, 0.9776150949869382, 1.0756883685765775, 1.80528988062093]",00:00:04
849899,6,1.0,0.3910530515952757,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",0.4054687178657673,"[1.4076117446558705, 0.9776150949869382, 1.0756883685765775, 1.80528988062093]",00:00:05
562878,1,0.8970588235294118,0.40361426601934913,"[1.4076117446558705, 0.9776150949869382, 1.0756883685765775, 1.80528988062093]",0.40361426601934913,"[1.4076117446558705, 0.9776150949869382, 1.0756883685765775, 1.80528988062093]",00:00:01
562878,2,0.9305555555555556,0.40361426601934913,"[1.4076117446558705, 0.9776150949869382, 1.0756883685765775, 1.80528988062093]",0.40690338322540354,"[1.552563964384059, 0.8022729117583459, 1.500123594572142, 0.702726909652588]",00:00:02
562878,3,0.9594594594594594,0.40361426601934913,"[1.4076117446558705, 0.9776150949869382, 1.0756883685765775, 1.80528988062093]",0.40690338322540354,"[1.552563964384059, 0.8022729117583459, 1.500123594572142, 2.9902824218638147]",00:00:03
562878,4,0.9871794871794872,0.40361426601934913,"[1.4076117446558705, 0.9776150949869382, 1.0756883685765775, 1.80528988062093]",0.40690338322540354,"[1.552563964384059, 0.8022729117583459, 1.500123594572142, 0.702726909652588]",00:00:04
562878,5,0.9871794871794872,0.40361426601934913,"[1.4076117446558705, 0.9776150949869382, 1.0756883685765775, 1.80528988062093]",0.40690338322540354,"[1.552563964384059, 0.8022729117583459, 1.500123594572142, 1.2824067108493007]",00:00:04
562878,6,0.9871794871794872,0.40361426601934913,"[1.4076117446558705, 0.9776150949869382, 1.0756883685765775, 1.80528988062093]",0.40690338322540354,"[1.552563964384059, 0.8022729117583459, 1.500123594572142, 1.2824067108493007]",00:00:05
562878,7,1.0,0.40361426601934913,"[1.4076117446558705, 0.9776150949869382, 1.0756883685765775, 1.80528988062093]",0.40690338322540354,"[1.552563964384059, 0.8022729117583459, 1.500123594572142, 1.2824067108493007]",00:00:06
262693,1,0.7678571428571429,0.4456824408589455,"[2.5846599792148073, 0.9776150949869382, 2.993515920970271, 1.6588628902174316]",0.4456824408589455,"[2.5846599792148073, 0.9776150949869382, 2.993515920970271, 1.6588628902174316]",00:00:01
262693,2,0.8939393939393939,0.44501694695718474,"[2.19526829898323, 0.7979011412399267, 2.039953410581308, 1.8954892663550966]",0.44501694695718474,"[2.19526829898323, 0.7979011412399267, 2.039953410581308, 1.8954892663550966]",00:00:02
262693,3,0.9444444444444444,0.44501694695718474,"[2.19526829898323, 0.7979011412399267, 2.039953410581308, 1.8954892663550966]",0.4498196933491272,"[2.19526829898323, 0.7979011412399267, 1.5959461508963946, 2.9902824218638147]",00:00:03
262693,4,0.9871794871794872,0.44501694695718474,"[2.19526829898323, 0.7979011412399267, 2.039953410581308, 1.8954892663550966]",0.4594468277529813,"[2.19526829898323, 1.1088934899690424, 2.5732997345299635, 1.4255009342479237]",00:00:04
262693,5,0.9871794871794872,0.44501694695718474,"[2.19526829898323, 0.7979011412399267, 2.039953410581308, 1.8954892663550966]",0.4594468277529813,"[2.19526829898323, 1.1088934899690424, 2.5732997345299635, 2.325119591073101]",00:00:04
262693,6,0.9871794871794872,0.44501694695718474,"[2.19526829898323, 0.7979011412399267, 2.039953410581308, 1.8954892663550966]",0.4594468277529813,"[2.19526829898323, 1.1088934899690424, 2.5732997345299635, 1.4255009342479237]",00:00:05
262693,7,0.9871794871794872,0.44501694695718474,"[2.19526829898323, 0.7979011412399267, 2.039953410581308, 1.8954892663550966]",0.4594468277529813,"[2.19526829898323, 1.1088934899690424, 2.5732997345299635, 1.4255009342479237]",00:00:06
262693,8,0.9871794871794872,0.44501694695718474,"[2.19526829898323, 0.7979011412399267, 2.039953410581308, 1.8954892663550966]",0.4594468277529813,"[2.19526829898323, 1.1088934899690424, 2.5732997345299635, 2.325119591073101]",00:00:07
262693,9,0.9871794871794872,0.44501694695718474,"[2.19526829898323, 0.7979011412399267, 2.039953410581308, 1.8954892663550966]",0.4594468277529813,"[2.19526829898323, 1.1088934899690424, 2.5732997345299635, 2.325119591073101]",00:00:08
262693,10,0.9871794871794872,0.44501694695718474,"[2.19526829898323, 0.7979011412399267, 2.039953410581308, 1.8954892663550966]",0.4594468277529813,"[2.19526829898323, 1.1088934899690424, 2.5732997345299635, 1.4255009342479237]",00:00:08
262693,11,0.9871794871794872,0.44501694695718474,"[2.19526829898323, 0.7979011412399267, 2.039953410581308, 1.8954892663550966]",0.4594468277529813,"[2.19526829898323, 1.1088934899690424, 2.5732997345299635, 1.4255009342479237]",00:00:09
262693,12,0.9871794871794872,0.44501694695718474,"[2.19526829898323, 0.7979011412399267, 2.039953410581308, 1.8954892663550966]",0.4594468277529813,"[2.19526829898323, 1.1088934899690424, 2.5732997345299635, 2.325119591073101]",00:00:10
262693,13,0.9871794871794872,0.44501694695718474,"[2.19526829898323, 0.7979011412399267, 2.039953410581308, 1.8954892663550966]",0.4594468277529813,"[2.19526829898323, 1.1088934899690424, 2.5732997345299635, 2.325119591073101]",00:00:11
262693,14,0.9871794871794872,0.44501694695718474,"[2.19526829898323, 0.7979011412399267, 2.039953410581308, 1.8954892663550966]",0.4594468277529813,"[2.19526829898323, 1.1088934899690424, 2.5732997345299635, 1.4255009342479237]",00:00:12
262693,15,0.9871794871794872,0.44501694695718474,"[2.19526829898323, 0.7979011412399267, 2.039953410581308, 1.8954892663550966]",0.4594468277529813,"[2.19526829898323, 1.1088934899690424, 2.5732997345299635, 1.4255009342479237]",00:00:13
262693,16,1.0,0.44501694695718474,"[2.19526829898323, 0.7979011412399267, 2.039953410581308, 1.8954892663550966]",0.4594468277529813,"[2.19526829898323, 1.1088934899690424, 2.5732997345299635, 2.325119591073101]",00:00:13
157727,1,0.7678571428571429,0.4197572888153218,"[2.5846599792148073, 0.9776150949869382, 2.993515920970271, 1.6588628902174316]",0.4197572888153218,"[2.5846599792148073, 0.9776150949869382, 2.993515920970271, 1.6588628902174316]",00:00:01
157727,2,0.8939393939393939,0.4197572888153218,"[2.5846599792148073, 0.9776150949869382, 2.993515920970271, 1.6588628902174316]",0.43251003224904705,"[2.946556151457272, 1.1595401862265344, 2.7100828346203754, 2.02414727871379]",00:00:02
157727,3,0.9285714285714286,0.4197572888153218,"[2.5846599792148073, 0.9776150949869382, 2.993515920970271, 1.6588628902174316]",0.4310123540861923,"[1.1826578624339896, 2.4579780837916294, 2.3012217087519704, 1.9589384910674283]",00:00:03
157727,4,0.9444444444444444,0.4197572888153218,"[2.5846599792148073, 0.9776150949869382, 2.993515920970271, 1.6588628902174316]",0.42265388037978935,"[1.1826578624339896, 0.9011767946475626, 2.7100828346203754, 1.3463443754840447]",00:00:04
157727,5,1.0,0.4197572888153218,"[2.5846599792148073, 0.9776150949869382, 2.993515920970271, 1.6588628902174316]",0.4211476264756584,"[2.2686104893523487, 1.552280274521506, 1.8081555750562173, 1.4106257453728674]",00:00:05
141845,1,0.8548387096774194,0.461703665661662,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",0.461703665661662,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",00:00:01
141845,2,0.9736842105263158,0.461703665661662,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",0.4844349659870204,"[1.4076117446558705, 0.8004552342589647, 0.8639380015046885, 2.986137302370416]",00:00:02
141845,3,0.9871794871794872,0.461703665661662,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",0.48458651181663304,"[1.4076117446558705, 0.9776150949869382, 2.343667951251197, 1.80528988062093]",00:00:03
141845,4,1.0,0.461703665661662,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",0.4855539826785389,"[1.4076117446558705, 0.9776150949869382, 1.0756883685765775, 1.80528988062093]",00:00:04
240288,1,0.8166666666666667,0.4853685052297806,"[2.343667951251197, 1.544169831680307, 2.7150145184468943, 1.0248452470946727]",0.4853685052297806,"[2.343667951251197, 1.544169831680307, 2.7150145184468943, 1.0248452470946727]",00:00:02
240288,2,0.9444444444444444,0.47973444172603197,"[0.8720256408081546, 1.1638748528396436, 2.717125499222245, 1.6588628902174316]",0.47973444172603197,"[0.8720256408081546, 1.1638748528396436, 2.717125499222245, 1.6588628902174316]",00:00:02
240288,3,0.9594594594594594,0.4668795211659017,"[1.3418434896237312, 0.9776150949869382, 2.993515920970271, 1.6588628902174316]",0.4668795211659017,"[1.3418434896237312, 0.9776150949869382, 2.993515920970271, 1.6588628902174316]",00:00:03
240288,4,1.0,0.4668795211659017,"[1.3418434896237312, 0.9776150949869382, 2.993515920970271, 1.6588628902174316]",0.48645692960053566,"[2.5846599792148073, 0.9776150949869382, 2.993515920970271, 1.6588628902174316]",00:00:04
864424,1,0.875,0.43736614456825007,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",0.43736614456825007,"[1.579176121019342, 0.7979011412399267, 1.500123594572142, 2.9902824218638147]",00:00:01
864424,2,0.9444444444444444,0.4327289043130804,"[1.0342731722165455, 0.9404168198237537, 1.934462960119827, 2.035857425250063]",0.4327289043130804,"[1.0342731722165455, 0.9404168198237537, 1.934462960119827, 2.035857425250063]",00:00:02
864424,3,0.9736842105263158,0.4297083525414337,"[1.0342731722165455, 0.9404168198237537, 1.934462960119827, 1.0569516754036206]",0.4297083525414337,"[1.0342731722165455, 0.9404168198237537, 1.934462960119827, 1.0569516754036206]",00:00:03
864424,4,0.9871794871794872,0.4297083525414337,"[1.0342731722165455, 0.9404168198237537, 1.934462960119827, 1.0569516754036206]",0.43277999194160655,"[1.0342731722165455, 0.9404168198237537, 1.934462960119827, 2.1846923266915144]",00:00:04
864424,5,1.0,0.4297083525414337,"[1.0342731722165455, 0.9404168198237537, 1.934462960119827, 1.0569516754036206]",0.43277999194160655,"[1.0342731722165455, 0.9404168198237537, 1.934462960119827, 2.1846923266915144]",00:00:05
